firstName,lastName, LoanBalance , ArrearsBalance ,ArrearsDays,RepaymentAmount,LVR,JointLoan,LPI, SecurityValuation , RelationshipBalance , SavingsBalance ,SavingsBalanceOne,SavingsBalanceThree,ArrearsBalanceOne,ArrearsBalanceThree,ArrearsDaysOne,ArrearsDaysThree,TransactionQuantityOne,TransactionValueOne,TransactionQuantityThree,TransactionValueThree,AppUsageOne,AppUsageThree,InternetUsageOne,InternetUsageThree,BranchVisitsSix,Gender,Age,ResidentialPostcode,DefaultOccurred
Anatola,Metts,5480.00,3535.00,794,3293.00,99,No,Yes,710.00,2614.00,7313.00,35,43,35,25,19,15,72,33,74,72,31,91,48,16,56,Male,30,86705,Yes
Isidora,Eadmeades,9506.00,1850.00,662,9408.00,24,Yes,No,9249.00,3564.00,9039.00,10,41,86,35,72,19,47,22,85,4,43,6,24,52,93,Male,16,61428,Yes
Iorgo,Rayhill,3939.00,407.00,571,519.00,64,No,No,9826.00,2987.00,1079.00,32,41,16,16,41,78,100,12,51,19,16,16,60,93,48,Male,53,30890,No
Maible,Smees,3168.00,4441.00,682,8331.00,92,Yes,Yes,137.00,9407.00,4386.00,76,29,86,8,42,49,30,21,1,56,49,5,24,67,94,Female,60,21441,Yes
Turner,Lumbly,7369.00,2823.00,542,9819.00,12,Yes,No,4502.00,1754.00,1178.00,79,92,70,32,37,10,71,7,17,24,2,44,35,4,45,Female,52,47230,No
Bill,Proschek,321.00,7322.00,369,2604.00,56,No,No,5685.00,4325.00,9865.00,74,75,19,95,31,58,3,66,45,5,69,59,66,11,12,Female,10,65511,No
Clint,Greatorex,8220.00,3661.00,7,1269.00,3,No,Yes,9273.00,8937.00,7990.00,65,4,17,67,38,58,86,86,10,66,62,42,71,87,24,Male,40,1839,No
Linnell,Mountford,9758.00,7421.00,862,8138.00,43,Yes,No,5055.00,3007.00,9033.00,63,34,44,26,24,46,17,96,43,64,29,82,8,40,10,Male,57,95557,Yes
Janna,Pawellek,8628.00,3245.00,700,9476.00,68,No,No,5960.00,2329.00,7158.00,88,10,48,45,73,8,63,91,75,9,87,95,74,75,67,Female,14,51414,Yes
Davey,Suller,5617.00,5285.00,985,6780.00,23,Yes,No,7572.00,403.00,8699.00,2,80,25,34,90,78,97,42,93,26,47,17,52,13,14,Male,38,68181,Yes
Hope,Sparkes,2807.00,1109.00,189,2832.00,21,Yes,Yes,213.00,225.00,9919.00,77,37,32,97,9,31,67,8,57,94,26,73,56,27,84,Male,21,66390,No
Caz,Dabling,3285.00,6829.00,903,2717.00,54,No,Yes,8600.00,8854.00,3627.00,96,65,21,24,20,2,98,81,79,85,23,91,14,52,38,Male,57,23128,No
Marylinda,Deaton,1438.00,3073.00,782,8626.00,95,Yes,Yes,1403.00,8123.00,9962.00,73,71,2,58,27,94,47,50,60,59,39,71,29,95,25,Female,52,92298,Yes
Saxon,Witherspoon,7793.00,626.00,875,9205.00,52,Yes,Yes,6436.00,9127.00,1509.00,12,17,79,91,70,4,19,91,12,7,39,98,23,100,87,Male,58,34685,Yes
Pennie,Pomphrey,6382.00,8344.00,991,7852.00,38,Yes,Yes,1716.00,5611.00,2875.00,22,79,90,92,55,3,10,63,59,54,54,18,1,84,74,Male,37,54516,No
Corinne,Bemand,2367.00,3615.00,431,5516.00,89,No,Yes,7768.00,1093.00,1158.00,1,77,80,88,85,53,28,34,40,67,2,17,63,80,60,Female,18,42230,No
Mirelle,Reppaport,2526.00,360.00,668,6856.00,47,No,No,9444.00,9822.00,4411.00,29,32,34,90,65,50,92,4,3,44,79,36,97,7,73,Female,75,8667,Yes
Garv,Robun,4134.00,9650.00,743,9436.00,58,No,No,1869.00,3653.00,7841.00,6,78,14,42,83,10,61,48,28,39,10,81,8,5,24,Female,41,64446,Yes
Jojo,Shipston,6117.00,1647.00,544,7979.00,61,Yes,Yes,2187.00,5286.00,6153.00,76,52,57,93,55,25,70,29,38,36,41,28,58,37,27,Female,51,3660,Yes
Rodger,Sollam,6605.00,4650.00,275,5543.00,55,Yes,Yes,5651.00,5126.00,3779.00,55,89,39,93,29,87,57,33,91,88,78,85,38,31,53,Male,55,98409,Yes
Agata,Hegg,2451.00,2145.00,748,6858.00,49,No,No,4928.00,3210.00,2293.00,17,9,1,41,31,72,46,33,41,86,87,14,8,28,31,Male,10,48344,Yes
Lyndsay,Sire,914.00,8116.00,310,1888.00,5,Yes,Yes,1057.00,4929.00,8436.00,8,15,48,93,51,9,63,10,39,97,21,41,73,12,58,Female,62,825,Yes
Aleda,Armfirld,402.00,7597.00,21,5258.00,11,No,No,1509.00,5052.00,9710.00,81,91,58,72,80,7,13,56,51,19,95,58,53,79,12,Female,14,71215,Yes
Windham,Kinahan,7751.00,8247.00,25,7759.00,93,No,Yes,6050.00,6993.00,4522.00,69,63,29,9,5,26,88,17,19,22,73,6,91,67,56,Male,80,62442,No
Faythe,Odger,818.00,6376.00,454,7180.00,8,No,No,2017.00,2468.00,123.00,88,66,27,56,46,18,22,6,61,77,30,7,63,43,38,Male,23,90899,No
Emmy,Berry,708.00,3466.00,820,960.00,50,No,Yes,9625.00,5535.00,2228.00,19,9,54,20,12,49,46,50,90,92,43,60,18,69,34,Male,61,76693,No
Reynard,Ritchley,4296.00,8549.00,66,7707.00,35,Yes,No,7066.00,4302.00,706.00,64,26,95,14,20,91,46,58,94,20,39,86,13,91,87,Female,71,57752,Yes
Marrissa,Schulze,9428.00,3010.00,258,9805.00,5,Yes,No,2891.00,2623.00,9182.00,38,2,66,77,24,41,67,22,59,35,32,59,53,3,24,Female,63,73107,No
Ninnette,Vashchenko,8124.00,6845.00,615,7573.00,49,No,No,6783.00,103.00,3281.00,52,65,83,17,85,23,87,4,4,75,48,92,1,78,49,Male,22,20824,Yes
Viviene,Hugnet,7116.00,347.00,872,8891.00,25,Yes,No,8736.00,4720.00,6710.00,82,75,20,31,69,73,28,47,45,22,40,80,96,71,49,Male,50,89226,No
Adina,Chaimson,5961.00,8359.00,246,7389.00,30,Yes,No,8098.00,7697.00,9504.00,68,4,40,96,50,81,46,66,21,54,85,58,40,94,16,Female,21,14847,Yes
Minni,Cabral,4417.00,536.00,283,3369.00,64,Yes,Yes,3112.00,4942.00,5732.00,14,80,87,91,4,12,29,69,21,49,15,100,80,99,1,Male,6,1924,No
Judi,Riseam,967.00,3876.00,152,7259.00,38,Yes,Yes,6869.00,9325.00,8078.00,75,76,56,57,43,18,33,64,65,71,100,78,3,7,1,Female,33,41972,No
Randene,Ruddick,7851.00,2414.00,918,7374.00,77,No,Yes,8495.00,6895.00,5474.00,81,86,75,95,2,96,12,81,74,52,65,3,50,65,64,Female,48,47861,No
Lora,Garlant,8686.00,1806.00,878,8039.00,7,No,No,9593.00,2040.00,2149.00,73,78,27,23,11,48,72,45,49,12,71,99,12,2,65,Male,80,53867,No
Lindy,Ceeley,6248.00,776.00,255,8313.00,11,Yes,Yes,6370.00,9171.00,8236.00,93,10,38,13,82,67,96,81,33,84,93,69,84,3,20,Female,52,51442,No
Alvira,Orrock,2908.00,5167.00,109,6320.00,49,Yes,Yes,5900.00,7340.00,6192.00,88,60,57,28,45,65,26,79,7,17,34,8,8,84,48,Male,15,70214,No
Scot,Mungham,5377.00,2412.00,494,8128.00,16,Yes,Yes,5581.00,9834.00,9408.00,76,27,96,47,6,51,51,88,20,48,18,70,81,7,79,Female,36,63401,Yes
Brendon,Orgill,6524.00,1406.00,39,3008.00,55,Yes,Yes,9665.00,8392.00,2844.00,71,57,25,54,37,90,57,79,34,80,17,38,50,57,72,Female,22,44955,No
Sara-ann,Casaro,6264.00,7675.00,625,3410.00,33,No,Yes,5756.00,4493.00,6971.00,14,56,82,41,7,91,44,95,58,53,15,39,68,69,89,Female,54,61763,Yes
Carolann,Eringey,8657.00,238.00,458,1821.00,49,No,Yes,2820.00,3789.00,8644.00,50,64,36,76,21,85,83,28,70,90,36,1,12,18,10,Male,59,18258,Yes
Robby,Crudgington,244.00,1298.00,802,8620.00,68,Yes,Yes,8775.00,5914.00,4430.00,71,37,59,21,93,73,40,7,36,2,100,3,64,73,29,Female,58,37773,No
Remy,Kilgrew,3217.00,1425.00,262,6934.00,80,Yes,No,1184.00,1148.00,2093.00,95,93,49,90,72,21,2,54,11,35,3,55,77,1,78,Female,39,39750,No
Ginger,Jeffcoate,6926.00,4806.00,514,8657.00,82,No,No,7870.00,6031.00,9451.00,38,9,89,13,51,52,5,24,5,73,29,43,40,53,79,Male,44,84142,No
Deena,Viger,4276.00,7560.00,576,6180.00,82,No,Yes,2878.00,6329.00,3379.00,93,8,74,12,83,57,3,18,24,4,41,78,47,76,87,Male,60,48304,No
Cristi,Giacobbo,8900.00,9821.00,473,9183.00,36,No,No,1406.00,7986.00,4789.00,97,7,37,88,87,93,69,68,3,64,94,50,9,72,57,Female,15,78797,No
Pansie,Earsman,2854.00,9899.00,829,6748.00,98,Yes,No,6287.00,3186.00,7798.00,6,50,81,77,47,48,81,98,50,33,84,34,68,77,73,Female,43,93064,Yes
Francklin,Hoofe,632.00,166.00,345,3409.00,20,No,Yes,9228.00,3674.00,6377.00,85,69,19,47,13,28,41,61,65,48,15,95,2,6,79,Male,23,61860,No
Malinde,Dundendale,1256.00,8346.00,913,1576.00,10,No,Yes,7178.00,5287.00,4082.00,52,18,91,46,62,63,74,84,31,36,51,89,36,78,80,Female,45,66223,No
Marrilee,Brotherhood,2125.00,8139.00,434,3348.00,9,No,No,2242.00,8085.00,6702.00,2,20,12,24,100,99,2,19,77,22,5,71,48,63,36,Female,4,64983,No
Sullivan,Duke,1266.00,9878.00,44,6833.00,12,Yes,No,8735.00,806.00,4645.00,78,70,66,5,90,42,73,23,35,45,14,55,27,96,84,Male,62,56086,Yes
Tiphanie,Brookwell,5287.00,9459.00,176,8308.00,14,Yes,Yes,2790.00,647.00,8211.00,7,16,52,45,90,79,57,67,14,50,29,48,88,88,89,Female,69,66372,No
Jamie,Jenney,3992.00,2581.00,498,8233.00,69,No,Yes,3336.00,3445.00,2424.00,64,64,79,44,99,91,42,74,74,78,47,49,50,57,68,Male,65,93285,Yes
Emory,Gibberd,5570.00,2360.00,73,2466.00,96,Yes,No,2064.00,4922.00,3418.00,54,75,93,5,57,27,20,72,80,19,88,17,7,86,48,Male,28,45106,No
Lorelle,Fasset,6187.00,2789.00,920,6173.00,20,No,No,2156.00,7294.00,9580.00,99,84,72,17,70,16,35,56,88,31,73,94,84,24,58,Male,31,86419,Yes
Elizabeth,Fairhead,3400.00,5011.00,64,9477.00,46,Yes,No,6487.00,9107.00,1314.00,1,63,12,85,88,94,58,42,2,69,8,78,75,10,99,Male,35,69305,No
Coriss,Cartan,6361.00,9052.00,437,614.00,23,No,Yes,593.00,1245.00,5255.00,55,63,39,90,56,76,93,38,26,33,60,9,84,74,58,Male,51,38037,Yes
Donny,Leggitt,6834.00,6796.00,973,9308.00,68,No,No,9647.00,5841.00,5609.00,23,55,68,75,96,26,98,17,6,93,65,78,82,10,15,Male,23,86214,Yes
Forester,MacFadden,4220.00,3288.00,326,6242.00,55,Yes,Yes,8958.00,4387.00,5282.00,97,23,1,60,26,90,68,74,35,98,91,98,86,53,87,Male,27,11754,No
Hunt,Enriques,3781.00,4068.00,366,9312.00,39,No,No,1881.00,3793.00,2854.00,51,76,13,43,2,48,88,97,74,5,45,72,50,82,37,Female,69,25081,No
Danita,Davidof,9654.00,582.00,44,2646.00,11,Yes,No,599.00,5403.00,9695.00,71,67,4,20,7,22,70,39,34,73,28,43,30,60,97,Female,23,63328,No
Pru,Heskin,1043.00,2718.00,979,7026.00,54,No,No,6657.00,2755.00,9150.00,41,95,99,98,62,78,69,85,13,13,38,76,63,72,61,Male,75,94980,Yes
Sheelagh,Rosa,6510.00,7955.00,957,4968.00,9,No,Yes,1684.00,4961.00,760.00,76,44,80,37,96,40,15,96,8,18,78,74,8,62,36,Female,63,70423,No
Stearne,Pitone,1605.00,7320.00,105,1734.00,27,Yes,Yes,3195.00,1662.00,3375.00,14,59,21,17,83,59,46,60,29,34,30,94,68,21,10,Male,22,57934,Yes
Ema,Blees,9961.00,4452.00,259,8853.00,78,Yes,Yes,9518.00,3428.00,1997.00,72,26,16,42,55,99,16,1,62,76,88,63,81,72,89,Female,10,21574,Yes
Joy,Dahill,9578.00,9733.00,456,9355.00,36,Yes,Yes,1607.00,3770.00,3125.00,93,70,18,58,43,41,10,18,46,7,35,83,89,18,73,Female,47,33572,No
Dillon,Santi,934.00,8876.00,143,5588.00,24,No,Yes,1058.00,3861.00,4663.00,64,54,24,43,31,75,12,1,51,44,17,27,53,19,74,Male,22,86456,No
Quint,Dorber,284.00,9953.00,585,9614.00,31,No,Yes,4293.00,951.00,8585.00,52,47,19,64,91,11,55,20,10,24,90,96,16,71,100,Female,54,17081,No
Alphonso,Houston,8020.00,9996.00,391,2675.00,54,No,Yes,6993.00,4429.00,8674.00,87,50,72,33,5,51,12,88,94,13,74,7,81,42,63,Male,62,94955,Yes
Winfred,Lowsely,1960.00,5634.00,320,3594.00,14,No,No,6409.00,686.00,7671.00,81,42,29,67,2,43,36,91,87,26,49,29,8,59,78,Male,4,37909,Yes
Kingsly,Keirle,4950.00,5402.00,963,4851.00,29,No,Yes,3192.00,8035.00,9207.00,50,23,68,3,74,55,17,92,30,64,58,7,95,65,94,Male,39,82441,No
Chris,McNalley,3250.00,1845.00,113,317.00,24,No,Yes,1680.00,754.00,3493.00,28,47,95,45,93,80,57,25,22,13,51,80,12,36,33,Female,73,68975,No
Akim,Espadate,7601.00,9658.00,495,5153.00,40,Yes,Yes,2571.00,546.00,7959.00,65,8,83,50,74,27,84,22,90,13,97,64,88,91,74,Male,75,42127,Yes
Janel,Simmers,3755.00,9281.00,10,7842.00,5,No,Yes,7552.00,1878.00,6296.00,29,64,74,65,46,85,58,10,83,62,20,48,90,81,43,Male,59,84494,No
Kip,Hendricks,9207.00,9028.00,563,6714.00,96,Yes,No,4132.00,1752.00,1589.00,19,46,29,34,16,40,68,61,3,35,42,95,8,89,98,Male,27,48870,Yes
Tabbi,Goodsir,3057.00,5575.00,964,9258.00,65,Yes,No,8996.00,7247.00,3378.00,100,88,83,92,86,92,18,61,100,41,42,40,1,67,42,Male,78,98645,No
Mariel,Gariff,4137.00,8911.00,875,413.00,10,No,No,9400.00,5367.00,3233.00,98,20,15,35,96,83,41,35,29,43,88,80,68,89,19,Male,61,53936,No
Loretta,Wardall,8021.00,4549.00,311,1580.00,64,No,No,2811.00,8813.00,8186.00,61,99,67,43,23,41,20,75,62,6,42,87,15,85,50,Male,59,61536,No
Giralda,Comsty,3630.00,2866.00,219,7909.00,69,Yes,Yes,7641.00,1823.00,605.00,51,29,66,78,19,63,16,56,88,40,6,44,86,41,72,Female,68,48830,No
Stanford,Fillingham,6499.00,9525.00,946,3295.00,98,No,Yes,7539.00,2375.00,8981.00,8,57,43,54,53,36,24,65,47,89,45,7,25,90,23,Male,29,97741,Yes
Alfy,Strewthers,7404.00,9676.00,179,9954.00,94,Yes,Yes,3079.00,6302.00,2891.00,78,5,80,65,68,2,15,64,90,48,89,32,43,54,43,Female,67,98499,Yes
Myra,Keward,2254.00,1461.00,444,1732.00,90,Yes,Yes,3111.00,2929.00,3467.00,29,63,84,36,51,91,64,46,66,9,16,61,33,35,48,Male,54,89252,No
Averell,Antonucci,171.00,548.00,205,3933.00,43,No,Yes,8860.00,882.00,3841.00,11,47,62,14,57,25,48,18,99,66,85,30,33,84,16,Female,58,33297,Yes
Neil,Karchowski,8806.00,5787.00,694,3793.00,38,Yes,No,3057.00,3359.00,7557.00,85,98,89,83,50,94,90,27,12,59,92,21,91,69,61,Male,58,49438,Yes
Cointon,Dametti,9031.00,3898.00,752,962.00,70,No,Yes,8138.00,6323.00,7803.00,85,46,72,80,82,66,6,32,60,30,85,76,18,50,99,Female,47,12534,No
Josias,Dozdill,4494.00,4617.00,674,1044.00,3,No,Yes,5848.00,7260.00,9266.00,52,98,42,88,92,73,1,67,15,81,49,93,58,12,51,Female,64,20070,Yes
Daisy,Besemer,721.00,758.00,489,6195.00,8,No,No,5193.00,7651.00,4083.00,24,15,29,55,30,48,35,95,10,83,16,15,30,63,64,Male,21,59596,No
Thedric,Wiggins,5795.00,6912.00,816,2356.00,17,No,No,6069.00,2664.00,8449.00,58,95,26,5,43,53,12,16,10,92,48,23,14,73,97,Female,34,53549,No
Estel,Skurray,8665.00,8702.00,913,8397.00,76,No,No,7459.00,3066.00,4630.00,28,20,26,87,25,65,17,69,56,88,66,70,8,55,7,Male,62,77961,No
Cookie,Elijah,4854.00,5047.00,692,7135.00,12,Yes,No,3157.00,3187.00,3329.00,80,28,74,100,41,38,90,19,26,69,42,63,80,3,4,Male,33,85248,Yes
Coletta,MacMichael,2907.00,6079.00,67,3917.00,9,No,No,6469.00,8880.00,3326.00,94,72,10,38,86,97,67,42,96,77,80,47,2,35,59,Male,19,34979,Yes
Madel,Whorf,136.00,6654.00,317,1630.00,49,No,No,3766.00,7134.00,9734.00,92,84,73,10,67,58,39,24,38,70,86,32,93,93,55,Male,79,23493,No
Markos,Le Clercq,5740.00,1881.00,1,6884.00,42,Yes,Yes,1288.00,6318.00,6754.00,35,71,19,46,63,51,62,21,64,33,59,46,55,9,68,Female,72,2540,No
Manny,Hutton,4710.00,2541.00,129,3199.00,55,No,No,308.00,9795.00,4813.00,85,40,45,32,20,58,17,71,6,63,82,15,56,34,12,Female,43,84351,No
Ula,Clouston,4676.00,3434.00,328,5757.00,39,Yes,No,9637.00,8706.00,1892.00,39,63,12,65,83,6,94,35,65,14,50,8,12,72,24,Female,33,99771,No
Petey,Boyle,7998.00,3768.00,774,2285.00,67,No,No,613.00,3495.00,4530.00,5,87,56,53,9,12,7,87,42,30,16,2,78,29,84,Female,48,85827,No
Bent,Ambrose,5622.00,2995.00,734,664.00,22,Yes,No,7306.00,7304.00,125.00,68,75,28,6,59,1,59,96,38,67,85,63,97,25,1,Female,57,47098,No
Shalna,Kinder,6452.00,2750.00,616,2840.00,3,No,Yes,211.00,7860.00,8922.00,52,52,4,24,26,22,16,81,64,73,42,40,33,23,31,Female,14,32439,Yes
Malissia,Drust,3006.00,5014.00,83,3014.00,23,No,No,188.00,9870.00,2555.00,57,78,74,59,89,18,49,51,54,3,83,43,91,4,43,Male,59,90416,Yes
Georgi,Jeyness,4786.00,2069.00,337,5997.00,13,Yes,Yes,6792.00,7906.00,1130.00,34,46,27,62,52,32,35,46,63,90,41,83,65,99,99,Male,56,57843,Yes
Irena,Lodder,9712.00,6208.00,0,8612.00,10,No,Yes,4333.00,8958.00,5300.00,87,14,43,74,81,43,29,59,75,52,16,36,70,89,12,Male,46,6716,No
Joshia,Klisch,1882.00,4880.00,75,4551.00,1,Yes,No,2585.00,3392.00,3366.00,87,93,52,18,83,21,40,27,49,27,35,80,28,29,89,Female,77,72899,No
Caty,Domelow,1721.00,8777.00,855,6955.00,87,No,Yes,3674.00,3528.00,1286.00,28,57,69,31,26,12,22,31,87,79,40,27,74,14,18,Female,63,40799,Yes
Rosaleen,Phoenix,4252.00,625.00,357,6811.00,48,No,No,1491.00,1801.00,6266.00,38,27,82,27,32,77,4,85,13,6,19,68,56,90,26,Female,33,48354,Yes
Dylan,Noblet,8904.00,6432.00,196,5190.00,69,No,No,5606.00,2068.00,191.00,38,40,97,59,35,16,57,21,61,85,25,40,60,99,71,Male,76,41424,No
Oralee,Drew-Clifton,3316.00,417.00,200,503.00,42,No,No,6127.00,4298.00,6462.00,67,8,91,44,40,58,4,30,67,76,25,28,3,10,46,Female,58,26303,Yes
Nicolas,McKimm,4585.00,9764.00,997,7613.00,11,Yes,Yes,609.00,7175.00,4438.00,9,80,55,5,26,84,18,47,30,4,9,59,87,14,47,Male,31,57662,Yes
Noe,Fairburn,3518.00,4569.00,645,4032.00,8,No,No,4929.00,1044.00,8173.00,26,75,57,35,43,7,74,6,22,55,50,89,67,21,77,Male,67,52798,Yes
Christi,Trench,8872.00,7539.00,606,1275.00,2,Yes,No,3323.00,7427.00,6101.00,37,13,86,74,65,80,19,27,40,38,93,63,39,7,16,Female,5,7897,Yes
Hastie,Hacard,3548.00,4894.00,930,8316.00,54,Yes,Yes,4815.00,6989.00,9845.00,9,17,87,61,5,48,46,81,27,87,98,21,9,69,9,Male,54,95783,No
Wye,Hartil,6861.00,7793.00,33,5081.00,76,Yes,Yes,6338.00,5744.00,1636.00,37,41,36,49,25,81,99,54,61,49,47,25,52,100,1,Female,29,11011,No
Ediva,Doone,5232.00,4427.00,410,3595.00,62,No,No,7343.00,1431.00,906.00,78,2,30,5,1,36,23,75,31,33,84,21,4,34,54,Female,6,50669,No
Carlota,Buzine,4480.00,8443.00,381,7757.00,38,No,Yes,2108.00,4681.00,6319.00,65,95,80,77,14,77,10,27,82,24,75,14,46,55,30,Male,61,90081,Yes
Hercule,Bonhan,1712.00,6274.00,843,4343.00,80,No,Yes,4642.00,3933.00,2128.00,57,12,96,90,57,29,45,21,37,26,94,45,67,34,46,Female,42,21455,Yes
Saunder,Henzley,6548.00,1312.00,796,7833.00,78,Yes,No,7678.00,1052.00,6927.00,99,3,94,96,91,59,31,91,24,54,1,27,79,12,24,Female,16,30744,Yes
Bald,Matanin,1697.00,9999.00,261,6432.00,10,No,No,6716.00,4864.00,4539.00,78,2,79,59,69,76,19,63,4,24,34,3,38,96,30,Male,58,8051,Yes
Violette,Chess,9061.00,6095.00,636,8858.00,59,No,No,5053.00,2472.00,7139.00,43,26,82,82,31,46,53,32,14,69,6,46,46,56,48,Male,23,55269,Yes
Harbert,Tovey,9386.00,387.00,67,7253.00,65,No,Yes,1669.00,8741.00,4581.00,33,19,33,14,19,89,46,70,30,11,24,12,93,66,18,Male,51,35624,Yes
Rouvin,Pinock,2947.00,2855.00,953,8315.00,81,No,Yes,6205.00,5169.00,3703.00,47,97,2,84,22,61,8,89,95,99,67,34,73,58,90,Male,68,59702,Yes
Kirk,Zapata,7931.00,1786.00,367,1932.00,88,No,No,5924.00,4648.00,3477.00,49,25,48,86,17,98,45,25,53,100,32,91,84,78,90,Male,40,47737,No
Nathalia,Camden,7018.00,3859.00,130,3298.00,81,No,No,5215.00,4218.00,7713.00,33,17,26,37,50,100,91,74,99,24,98,36,100,34,52,Female,68,20106,Yes
Annadiana,Clines,2082.00,1396.00,82,8103.00,2,Yes,Yes,7370.00,5611.00,966.00,63,42,53,82,83,63,43,16,9,1,20,27,1,97,41,Male,23,54283,Yes
Royce,McChruiter,6781.00,7085.00,506,8535.00,20,No,Yes,2330.00,8682.00,1336.00,33,51,17,26,70,59,28,18,37,24,20,78,79,58,38,Female,20,92473,Yes
Scotty,McGinnis,3263.00,8593.00,571,4974.00,75,No,Yes,8875.00,8828.00,5642.00,18,49,65,82,85,64,28,39,77,71,30,19,93,91,28,Male,74,48934,Yes
Terry,Ludovici,722.00,2556.00,970,9785.00,48,No,No,3271.00,9451.00,2379.00,56,73,81,16,66,89,43,81,30,82,28,24,75,43,89,Female,42,50782,No
Benedick,Thams,5426.00,5651.00,970,5157.00,29,No,No,6097.00,9659.00,5614.00,95,39,41,49,37,22,97,24,81,29,100,63,96,96,67,Male,65,59140,Yes
Emera,Leyson,3831.00,2718.00,607,8399.00,84,Yes,No,3017.00,2040.00,298.00,22,41,75,20,69,68,15,94,64,59,31,58,19,70,21,Male,33,6855,Yes
Calida,Yegorshin,6236.00,6847.00,292,6573.00,96,No,No,923.00,1363.00,2601.00,89,18,72,96,25,23,25,14,3,100,84,42,49,26,64,Male,22,38219,No
Gerri,Ebbings,7878.00,7431.00,476,2026.00,47,Yes,Yes,6835.00,7548.00,4686.00,100,100,57,65,48,2,47,96,3,14,13,97,39,66,86,Female,26,35773,No
Elsy,Clymo,8921.00,1250.00,756,6593.00,83,No,No,7196.00,1939.00,4281.00,14,41,55,31,17,85,15,37,90,74,97,79,100,62,42,Male,17,37403,No
Gerrie,Vaar,4354.00,6837.00,293,8919.00,75,No,No,1371.00,9923.00,3023.00,100,98,91,29,53,37,90,7,48,29,39,16,22,93,38,Female,15,12752,Yes
Aguie,Daughtry,7361.00,7498.00,418,9109.00,45,Yes,No,8062.00,2351.00,8917.00,14,7,81,48,85,70,62,3,52,86,8,49,31,32,67,Male,79,80218,No
Saree,Whyte,4277.00,5761.00,181,2656.00,95,Yes,Yes,1914.00,894.00,3669.00,41,69,82,10,87,21,98,30,54,19,53,36,80,42,36,Male,73,16543,No
Dorice,Northrop,3394.00,2731.00,221,1903.00,45,Yes,No,2311.00,5827.00,6135.00,71,31,47,21,23,16,41,85,60,3,72,19,43,74,54,Male,21,57443,No
Marianne,Jacquemot,3918.00,8479.00,568,3090.00,81,No,No,1142.00,2160.00,5153.00,37,87,90,19,16,54,20,20,66,68,95,60,3,64,28,Male,64,73819,Yes
Vivianne,Astley,1842.00,8248.00,507,8029.00,93,No,Yes,773.00,2094.00,8150.00,36,91,27,59,93,57,41,49,87,8,74,40,89,31,65,Male,42,599,Yes
Stanwood,Daykin,2317.00,1370.00,667,4603.00,83,Yes,Yes,7177.00,3858.00,2748.00,27,51,67,79,76,49,7,75,9,41,96,19,100,6,58,Male,78,39703,No
Lise,Bartolacci,1449.00,1359.00,699,1995.00,70,Yes,No,2076.00,2370.00,2353.00,29,7,23,4,30,94,81,1,53,22,64,5,65,55,48,Male,47,58415,No
Tom,Fenelow,2692.00,1460.00,760,1383.00,7,Yes,No,9270.00,7379.00,6344.00,4,41,85,40,86,63,76,25,43,16,48,97,37,47,63,Male,20,74916,Yes
Dorothy,Crooke,5983.00,4089.00,694,1573.00,36,Yes,No,9062.00,8367.00,9050.00,25,91,75,23,69,20,40,15,89,20,99,47,82,90,21,Female,4,32749,No
Nadiya,D'Hooge,6173.00,9794.00,918,5710.00,24,No,No,6680.00,9233.00,6029.00,46,17,69,51,57,83,54,72,4,81,40,44,63,76,74,Female,13,86253,No
Nevile,McTavish,7409.00,3139.00,363,5418.00,49,Yes,Yes,6301.00,8131.00,8442.00,65,77,37,8,69,77,20,47,71,96,48,66,63,18,93,Male,69,56768,No
Susan,Hazeup,5465.00,6330.00,82,4718.00,100,No,Yes,4889.00,5794.00,5572.00,74,53,77,18,54,8,20,49,80,76,92,97,18,57,6,Male,30,75149,Yes
Zack,Probyn,1726.00,9171.00,141,6279.00,65,No,No,4628.00,9861.00,2404.00,31,68,52,71,58,77,75,97,18,9,69,47,71,71,33,Female,29,89761,Yes
Aubine,Casillas,627.00,6265.00,187,925.00,32,Yes,No,8087.00,6955.00,9853.00,53,93,26,49,99,45,29,19,54,9,46,32,68,60,23,Female,80,4004,Yes
Don,Martello,3565.00,627.00,700,2031.00,10,Yes,No,7156.00,2593.00,9351.00,74,55,87,75,76,56,63,59,14,35,3,29,50,97,28,Female,43,66148,No
Field,Taudevin,5605.00,6506.00,794,6260.00,93,Yes,No,6745.00,7221.00,9855.00,7,48,56,74,85,63,37,72,91,74,35,58,39,87,66,Male,70,64022,Yes
Leonid,De Domenico,1660.00,1050.00,560,8307.00,63,No,No,5426.00,6708.00,9067.00,1,34,31,70,27,89,1,56,66,8,73,60,37,15,76,Female,10,89285,Yes
Clair,Klementz,7708.00,6794.00,733,4322.00,36,Yes,No,9116.00,2316.00,442.00,25,3,73,78,73,98,94,10,50,89,38,35,1,25,43,Male,30,17573,Yes
Ode,Corradengo,8959.00,5525.00,125,2312.00,76,Yes,No,4656.00,737.00,962.00,22,58,36,54,65,16,84,3,14,90,26,6,20,26,73,Female,33,17609,Yes
Jemimah,Eddies,4577.00,6605.00,550,7260.00,78,Yes,Yes,2367.00,2956.00,635.00,80,29,37,28,94,46,10,29,58,88,37,8,27,4,71,Female,18,87931,Yes
